Country Name,Country Code,Time,Time Code,Completion rate primary education adjusted gender parity index (GPIA) [UIS.CR.1.GPIA],Completion rate primary education adjusted location parity index (LPIA) [UIS.CR.1.LPIA],Completion rate primary education adjusted wealth parity index (WPIA) [UIS.CR.1.WPIA],Completion rate primary education both sexes (%) [UIS.CR.1],Completion rate primary education rural both sexes (%) [UIS.CR.1.RUR],Completion rate primary education urban both sexes (%) [UIS.CR.1.URB],Enrolment in primary education both sexes (number) [SE.PRM.ENRL],Government expenditure on education as % of GDP (%) [SE.XPD.TOTL.GD.ZS],Government expenditure on primary education constant PPP$ (millions) [UIS.X.PPPCONST.1.FSGOV],Government expenditure on education not specified by level constant PPP$ (millions) [UIS.X.PPPCONST.UK.FSGOV],Gross enrolment ratio primary both sexes (%) [SE.PRM.ENRR],Gross enrolment ratio primary gender parity index (GPI) [SE.ENR.PRIM.FM.ZS],Percentage of qualified teachers in primary education both sexes (%) [UIS.QUTP.1],Proportion of primary schools with access to basic drinking water (%) [UIS.SCHBSP.1.WWATA],Proportion of primary schools with access to electricity (%) [UIS.SCHBSP.1.WELEC],Proportion of primary schools with basic handwashing facilities (%) [UIS.SCHBSP.1.WWASH],Proportion of primary schools with access to Internet for pedagogical purposes (%) [UIS.SCHBSP.1.WINTERN],Proportion of primary schools with access to computers for pedagogical purposes (%) [UIS.SCHBSP.1.WCOMPUT],Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics both sexes (%) [UIS.MATH.PRIMARY],Proportion of students at the end of primary achieving at least a minimum proficiency level in reading adjusted gender parity index (GPIA) [UIS.READ.PRIMARY.GPIA],Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics adjusted gender parity index (GPIA) [UIS.MATH.PRIMARY.GPIA],Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading both sexes (%) [UIS.READ.PRIMARY],Survival rate to the last grade of primary education gender parity index (GPI) [UIS.SR.1.GLAST.GPI],Proportion of teachers with the minimum required qualifications in primary education both sexes (%) [SE.PRM.TCAQ.ZS]
Kuwait,KWT,2016,YR2016,,,,,,,271285.0,,,,100.53215,1.03976,,100.0,100.0,100.0,,,,,,,0.87378,
Kuwait,KWT,2017,YR2017,,,,,,,275334.0,,,,95.6888,1.03327,,100.0,100.0,100.0,,,,,,,,
Kuwait,KWT,2018,YR2018,,,,,,,279956.0,,,,92.36027,1.10302,,100.0,100.0,100.0,,,,,,,1.0933,
Kuwait,KWT,2019,YR2019,,,,,,,276318.0,,,,88.00609,1.15235,,100.0,100.0,100.0,100.0,100.0,,,,,,
Kuwait,KWT,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,2015,YR2015,,,,,,,451212.0,5.98551,,344.66364,105.41007,0.99271,,,,,,,,,,,0.99488,92.78416
Kyrgyz Republic,KGZ,2016,YR2016,,,,,,,469852.0,6.58615,,437.26569,104.60147,0.98987,,,,,,,,,,,1.00351,94.99201
Kyrgyz Republic,KGZ,2017,YR2017,,,,,,,501011.0,6.02619,,376.84441,107.04243,0.99209,,,100.0,100.0,41.36852,88.81932,39.8,,,40.3,1.00931,95.43013
Kyrgyz Republic,KGZ,2018,YR2018,,,,,,,528627.0,,,,107.56541,0.99348,,,,,,,,,,,0.99055,
Kyrgyz Republic,KGZ,2019,YR2019,,,,,,,551210.0,,,,106.04781,0.98777,,,,,,,,,,,,
Kyrgyz Republic,KGZ,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,2015,YR2015,,,,,,,850466.0,,,,113.9656,0.95433,86.43981,,,,,,,,,,1.02597,98.4264
Lao PDR,LAO,2016,YR2016,,,,,,,827987.0,,,,109.65176,0.9549,89.13471,,37.26309,,,,,,,,1.0358,97.49647
Lao PDR,LAO,2017,YR2017,0.98178,0.85157,0.64059,85.89622,82.03493,96.33368,808705.0,,,,106.0174,0.9623,90.19445,,,,,,,,,,1.03095,97.0169
Lao PDR,LAO,2018,YR2018,,,,,,,786246.0,,,,102.36099,0.96227,90.1929,,,,,,,,,,1.04572,97.01696
Lao PDR,LAO,2019,YR2019,,,,,,,770659.0,,,,100.04596,0.96552,,,50.18071,,,,,,,,,96.91009
Lao PDR,LAO,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,2015,YR2015,,,,,,,117303.0,5.31413,837.57139,0.0,99.39332,1.00073,,,,,,,,,,,1.01473,
Latvia,LVA,2016,YR2016,,,,,,,120308.0,4.71299,804.50609,,99.19855,1.00078,,100.0,100.0,100.0,100.0,100.0,,,,,1.01774,
Latvia,LVA,2017,YR2017,,,,,,,121506.0,4.39712,744.89214,0.0,99.36784,1.00193,,,,,,,,,,,1.00668,
Latvia,LVA,2018,YR2018,,,,,,,121674.0,,,,99.61439,1.00484,,,,,,,,,,,,
Latvia,LVA,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,2015,YR2015,,,,,,,491455.0,,,,,,,,,,,,,,,,1.06418,
Lebanon,LBN,2016,YR2016,,,,,,,486613.0,,,,,,,60.0,100.0,100.0,,,,,,,1.07012,
Lebanon,LBN,2017,YR2017,,,,,,,502505.0,,,,,,,,100.0,100.0,,,,,,,1.06921,
Lebanon,LBN,2018,YR2018,,,,,,,509280.0,,,,,,,,100.0,100.0,89.87915,66.46526,,,,,1.05295,
Lebanon,LBN,2019,YR2019,,,,,,,516514.0,,,,,,93.00739,,100.0,100.0,91.09063,66.51306,,,,,,
Lebanon,LBN,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,2015,YR2015,,,,,,,361637.0,,,,116.63452,0.95012,79.15828,,,,,,,,,,1.3559,79.15828
Lesotho,LSO,2016,YR2016,,,,,,,360756.0,,,,117.69527,0.95015,83.16646,,,,,,,,,,,86.52569
Lesotho,LSO,2017,YR2017,,,,,,,367931.0,7.96332,,,120.8975,0.94929,,,,,,,,,,,,
Lesotho,LSO,2018,YR2018,1.253,0.79754,0.60302,79.89167,73.60361,92.28773,,6.98519,245.1491,20.88897,,,,,,,,,,,,,,
Lesotho,LSO,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,2015,YR2015,,,,,,,684404.0,,39.79467,0.0,95.33271,0.89947,,,,,,,,,,,,
Liberia,LBR,2016,YR2016,,,,,,,655049.0,,136.51855,,89.47021,0.99311,63.05776,49.24681,11.79992,74.37234,,,,,,,0.91804,
Liberia,LBR,2017,YR2017,,,,,,,635478.0,2.76128,,,85.10919,0.99089,70.19109,59.40938,10.28759,61.95715,,,,,,,,70.17002
Liberia,LBR,2018,YR2018,,,,,,,,2.58412,70.996,,,,,,,,,,,,,,,
Liberia,LBR,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,2015,YR2015,,,,,,,1977.0,,,,105.66542,0.98414,,,,,,,,,,,,
Liechtenstein,LIE,2016,YR2016,,,,,,,1998.0,,,,105.49102,0.96183,,,,,,,,,,,,
Liechtenstein,LIE,2017,YR2017,,,,,,,2005.0,,,,104.69974,0.96725,,,,,,,,,,,1.02703,
Liechtenstein,LIE,2018,YR2018,,,,,,,1999.0,,,,106.32979,1.00841,,,,,,,,,,,,
Liechtenstein,LIE,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,2015,YR2015,,,,,,,108038.0,4.22989,626.30408,0.0,102.08926,0.99725,,,,,,,80.65363,,1.03042,,1.00528,
Lithuania,LTU,2016,YR2016,,,,,,,110193.0,4.00394,694.19032,0.0,102.8918,0.99733,,,,,,,,1.01329,,97.26508,1.00191,
Lithuania,LTU,2017,YR2017,,,,,,,113881.0,3.81283,705.69917,0.0,103.87475,0.99973,,,,,,,,,,,1.00504,
Lithuania,LTU,2018,YR2018,,,,,,,116626.0,,,,104.26534,1.00032,,,,,,,,,,,,
Lithuania,LTU,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,2015,YR2015,,,,,,,35920.0,3.9182,782.45836,0.0,98.97225,0.99895,,,,,,,,,,,,
Luxembourg,LUX,2016,YR2016,,,,,,,36626.0,,,,100.78979,0.99692,,,,,,,,,,,1.02974,
Luxembourg,LUX,2017,YR2017,,,,,,,37452.0,3.56959,705.07165,0.0,102.28595,0.99446,,,,,,,,,,,,
Luxembourg,LUX,2018,YR2018,,,,,,,38173.0,,,,103.27634,0.97575,,,,,,,,,,,,
Luxembourg,LUX,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Macao SAR China,MAC,2015,YR2015,,,,,,,24252.0,2.9817,,1248.29969,99.34458,0.98414,100.0,,,,,,,,,,,96.16725
Macao SAR China,MAC,2016,YR2016,,,,,,,26436.0,3.07791,,1344.02881,101.52854,0.98614,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,97.5891
Macao SAR China,MAC,2017,YR2017,,,,,,,28438.0,2.68989,,1336.46845,101.43025,0.98814,100.0,100.0,100.0,100.0,100.0,100.0,,,,,1.00176,98.19477
Macao SAR China,MAC,2018,YR2018,,,,,,,30169.0,2.7387,,1403.91432,100.40937,0.99346,100.0,100.0,100.0,100.0,100.0,100.0,,,,,1.02034,98.52349
Macao SAR China,MAC,2019,YR2019,,,,,,,32530.0,,,,101.34272,0.97994,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,98.91757
Macao SAR China,MAC,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,2015,YR2015,,,,,,,4763524.0,2.21012,,,147.3142,0.99973,99.39208,,,,,,,,,,1.05858,15.07264
Madagascar,MDG,2016,YR2016,,,,,,,4733726.0,2.68719,,,143.82419,1.00178,99.74352,,8.5274,,,,,,,,,14.87429
Madagascar,MDG,2017,YR2017,,,,,,,,,,,,,99.59369,,8.94817,,,,,,,,,14.83743
Madagascar,MDG,2018,YR2018,1.14231,0.67981,0.19805,55.9057,50.36424,74.08533,4860888.0,2.82549,,,142.53428,1.00731,100.0,,8.31885,,0.40847,1.58817,,,,,1.11163,14.70798
Madagascar,MDG,2019,YR2019,,,,,,,4648600.0,,,,134.06146,1.01724,99.74102,,8.24406,,0.12372,0.51601,,,,,,15.26897
Madagascar,MDG,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,2015,YR2015,,,,,,,4204502.0,5.60866,412.64281,31.747,146.39682,1.02041,,,,,,,,,,,,
Malawi,MWI,2016,YR2016,1.1759,0.58297,0.34656,46.74749,42.71642,73.27318,4280527.0,4.74857,358.88939,30.57323,144.53295,1.02666,,,22.32265,,,,,,,,,
Malawi,MWI,2017,YR2017,,,,,,,4433977.0,4.03133,,,145.48887,1.03159,,87.27123,23.67683,28.45837,,,,,,,,
Malawi,MWI,2018,YR2018,,,,,,,4441839.0,4.71484,,,142.45782,1.00899,100.0,,24.95552,,,,,,,,,
Malawi,MWI,2019,YR2019,,,,,,,4593328.0,,,,144.81099,1.0299,,,27.29989,,,8.50763,,,,,,
Malawi,MWI,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2015,YR2015,,,,,,,3107870.0,4.89487,12195.13772,0.0,103.81867,1.00579,100.0,,,,,,,,,,,99.93439
Malaysia,MYS,2016,YR2016,,,,,,,3101007.0,4.75191,12585.56153,0.0,104.99918,1.01251,100.0,99.29315,99.28075,99.29315,99.29315,99.29315,,,,,1.01911,99.73452
Malaysia,MYS,2017,YR2017,,,,,,,3084630.0,4.67757,13088.05871,0.0,105.2916,1.01329,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,98.90949
Malaysia,MYS,2018,YR2018,,,,,,,,4.48126,13242.00964,15.93839,,,98.11033,92.11562,97.97048,92.11562,97.18327,,,,,,,97.29857
Malaysia,MYS,2019,YR2019,,,,,,,,4.16319,13751.85792,0.0,,,98.8852,,92.88459,,92.23244,,,,,,,96.7253
Malaysia,MYS,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,2015,YR2015,,,,,,,42137.0,4.36655,136.17093,0.0,101.53494,0.97116,82.79755,,,,,,,,,,1.03006,82.79755
Maldives,MDV,2016,YR2016,,,,,,,43781.0,4.09971,124.75421,0.0,99.4277,1.00404,,100.0,100.0,100.0,,,,,,,0.92083,85.72437
Maldives,MDV,2017,YR2017,1.01951,0.98204,0.96609,98.21484,97.39213,99.1734,45326.0,,,,97.1098,1.01949,,100.0,100.0,100.0,100.0,,,,,,1.00393,90.13453
Maldives,MDV,2018,YR2018,,,,,,,47236.0,,,,96.59714,1.03627,45.96246,,100.0,,98.5782,77.72512,,,,,,91.85945
Maldives,MDV,2019,YR2019,,,,,,,49373.0,,146.46487,0.0,98.03816,1.02571,44.43352,,100.0,,98.5782,72.98578,,,,,,88.82769
Maldives,MDV,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,2015,YR2015,0.83606,0.53721,0.25047,48.07611,39.397,73.33697,2227082.0,3.8015,640.46292,0.0,75.68318,0.89754,,,,,,,,,,,,
Mali,MLI,2016,YR2016,,,,,,,2356420.0,3.09609,483.80015,0.0,77.17026,0.88272,,,,,,,12.7,0.93496,1.01563,11.9,,
Mali,MLI,2017,YR2017,,,,,,,2538502.0,3.78731,704.1406,0.0,80.17078,0.89448,,,15.56611,,,,,,,,,
Mali,MLI,2018,YR2018,0.80926,0.49809,0.32424,47.16715,36.74272,73.76684,2477081.0,,,,75.6006,0.901,,,,,,,,,,,,
Mali,MLI,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,2015,YR2015,,,,,,,24624.0,5.21635,218.54885,0.0,103.5492,1.01476,,,,,,,,,,,,
Malta,MLT,2016,YR2016,,,,,,,25177.0,5.20754,175.53969,63.67042,103.97274,1.02111,,,,,,,,,,,,
Malta,MLT,2017,YR2017,,,,,,,25796.0,4.82438,184.76734,66.51203,104.99837,1.00193,,,,,,,,,,,,
Malta,MLT,2018,YR2018,,,,,,,26532.0,,,,106.67417,1.00677,,,,,,,,,,,,
Malta,MLT,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,2015,YR2015,,,,,,,8236.0,,,,87.51461,0.97674,,,,,,,,,,,,
Marshall Islands,MHL,2016,YR2016,,,,,,,7941.0,,,,84.74016,0.99596,,,54.25532,,25.53191,22.34043,,,,,,
Marshall Islands,MHL,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,2019,YR2019,,,,,,,7234.0,,,0.0,79.5557,0.96443,,68.08511,74.46809,62.76596,29.78723,92.55319,,,,,,
Marshall Islands,MHL,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,2015,YR2015,0.85717,0.5844,0.31968,53.04638,39.32492,67.29057,632761.0,,244.05311,0.0,104.51103,1.04896,,,,,,,,,,,,
Mauritania,MRT,2016,YR2016,,,,,,,601364.0,1.94406,228.32247,0.0,96.83442,1.06181,,37.30952,28.30952,,,13.40476,,,,,1.04948,
Mauritania,MRT,2017,YR2017,,,,,,,616647.0,,,,96.65904,1.06635,,37.18099,28.4945,,,13.95458,,,,,,87.20231
Mauritania,MRT,2018,YR2018,,,,,,,655261.0,,,,99.89176,1.05809,,43.69993,39.57271,,,,,,,,,91.19586
Mauritania,MRT,2019,YR2019,,,,,,,677458.0,1.89546,218.20567,12.71304,100.40863,1.06356,,50.66931,44.00099,,,,,,,,,96.85508
Mauritania,MRT,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,2015,YR2015,,,,,,,101633.0,4.88667,253.14308,61.11301,102.92054,1.01763,100.0,100.0,100.0,,40.9375,100.0,,,,,1.01357,100.0
Mauritius,MUS,2016,YR2016,,,,,,,97300.0,5.0136,273.34422,61.16308,102.45341,1.0179,100.0,100.0,100.0,,38.05031,97.48428,,,,,1.01057,100.0
Mauritius,MUS,2017,YR2017,,,,,,,92989.0,5.02313,302.87516,60.92998,101.52524,1.01774,100.0,100.0,100.0,,34.59119,99.68553,,,,,1.02407,100.0
Mauritius,MUS,2018,YR2018,,,,,,,89642.0,4.83459,299.65083,61.08827,101.1076,1.02711,100.0,100.0,100.0,88.67925,27.04403,100.0,,,,,0.99394,100.0
Mauritius,MUS,2019,YR2019,,,,,,,85730.0,4.71935,301.81359,61.56402,99.52056,1.02579,100.0,100.0,100.0,91.22257,40.12539,100.0,,,,,,100.0
Mauritius,MUS,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,2015,YR2015,,,,,,,14397928.0,5.23524,39954.26918,4567.08441,106.60611,0.99753,,,,,38.23517,,,,,,1.03904,93.94159
Mexico,MEX,2016,YR2016,0.9981,1.00487,0.92154,96.4027,96.74936,96.2779,14297027.0,4.90949,38537.74157,3782.1442,106.27773,1.00102,,,,,38.8763,,,,,,0.98529,94.59135
Mexico,MEX,2017,YR2017,,,,,,,14182288.0,4.52282,36829.22404,3264.66786,105.77001,1.00491,,,,,,,,,,,0.99973,94.81147
Mexico,MEX,2018,YR2018,1.00784,0.99052,0.96676,97.88,97.2,98.13,14061377.0,,,,105.02807,1.00622,,,,,,,,,,,,95.34085
Mexico,MEX,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
 Fed. Sts. Micronesia,FSM,2015,YR2015,,,,,,,13758.0,12.40792,,46.69137,97.17474,0.97595,,,,,,,,,,,,
Fed. Sts. Micronesia,FSM,2016,YR2016,,,,,,,13819.0,,,,97.03672,0.96101,90.84967,,,,,,,,,,,
Fed. Sts. Micronesia,FSM,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Fed. Sts. Micronesia,FSM,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Fed. Sts. Micronesia,FSM,2019,YR2019,,,,,,,13819.0,,,,96.8056,0.95877,90.84967,,,,,,,,,,,34.80392
Fed. Sts. Micronesia,FSM,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,2015,YR2015,,,,,,,138536.0,,398.65663,,92.41278,0.98993,,,,,,,,,,,1.02569,100.0
Moldova,MDA,2016,YR2016,,,,,,,137845.0,5.60845,387.27861,20.44507,91.75292,0.99225,,100.0,100.0,100.0,89.3424,100.0,,,,,0.98528,99.16593
Moldova,MDA,2017,YR2017,,,,,,,139335.0,5.61844,410.03047,20.62294,91.25053,0.99662,,100.0,100.0,100.0,85.43765,100.0,,,,,1.00864,99.08629
Moldova,MDA,2018,YR2018,,,,,,,140141.0,5.43973,424.95582,25.39032,90.61876,1.00059,,100.0,100.0,100.0,90.56143,100.0,,,,,0.92712,98.97685
Moldova,MDA,2019,YR2019,,,,,,,139612.0,,,,89.52357,0.97405,98.91906,100.0,100.0,100.0,98.7013,100.0,,,,,,100.0
Moldova,MDA,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,2015,YR2015,,,,,,,1959.0,,,,,,,,,,,,,,,,,
Monaco,MCO,2016,YR2016,,,,,,,2001.0,1.37093,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,
Monaco,MCO,2017,YR2017,,,,,,,2018.0,1.45793,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,
Monaco,MCO,2018,YR2018,,,,,,,1981.0,,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,
Monaco,MCO,2019,YR2019,,,,,,,1989.0,,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,63.52941
Monaco,MCO,2020,YR2020,,,,,,,1971.0,,,,,,98.86364,100.0,100.0,100.0,100.0,100.0,,,,,,75.0
Mongolia,MNG,2015,YR2015,,,,,,,251204.0,4.17699,365.03039,0.0,100.36237,0.98197,99.83148,,,,,,,,,,1.01693,
Mongolia,MNG,2016,YR2016,,,,,,,274397.0,5.18061,498.02022,0.0,102.9698,0.97744,98.77719,,,,70.65949,,,,,,1.00758,100.0
Mongolia,MNG,2017,YR2017,,,,,,,290550.0,4.08859,463.94465,,102.93409,0.97768,98.73484,,,,,,,,,,1.01495,
Mongolia,MNG,2018,YR2018,1.01504,0.98437,0.96908,98.59095,97.61607,99.1659,311063.0,,,,104.04036,0.9765,93.74878,,,,,,,,,,,93.27017
Mongolia,MNG,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,2015,YR2015,,,,,,,37585.0,,,,95.40309,1.00248,,,,,,,,,,,1.00307,
Montenegro,MNE,2016,YR2016,,,,,,,37869.0,,,,95.94375,0.98589,,,,,,,,,,,1.034,
Montenegro,MNE,2017,YR2017,,,,,,,38740.0,,,,98.11321,1.00007,,,,,,,,,,,0.99944,
Montenegro,MNE,2018,YR2018,1.04068,1.01628,0.89023,96.5287,97.59029,96.00181,39288.0,,,,100.00255,0.95492,,,,,,,,,,,,
Montenegro,MNE,2019,YR2019,,,,,,,39085.0,,,,100.63338,1.00016,,,,,,,,,,,,
Montenegro,MNE,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,2015,YR2015,,,,,,,4039392.0,,,,109.52397,0.95002,100.0,,,,,,,,,,1.01202,100.0
Morocco,MAR,2016,YR2016,,,,,,,4101743.0,,,,110.39578,0.95404,100.0,72.90829,93.11698,,,,,,,,1.00708,100.0
Morocco,MAR,2017,YR2017,,,,,,,4210676.0,,,,112.40216,0.95557,100.0,73.87337,94.6185,80.76959,78.67156,76.96867,,,,,1.01419,100.0
Morocco,MAR,2018,YR2018,,,,,,,4322623.0,,,,113.87658,0.96039,100.0,75.18908,95.64656,81.05516,78.96145,77.19978,,,,,1.01634,100.0
Morocco,MAR,2019,YR2019,,,,,,,4432229.0,,,,114.76468,0.96605,100.0,75.80036,96.18705,81.45683,82.79676,76.45683,,,,,,100.0
Morocco,MAR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,2015,YR2015,,,,,,,5901996.0,,,,108.62914,0.90852,100.0,,,,,,,,,,,93.24387
Mozambique,MOZ,2016,YR2016,,,,,,,6042936.0,5.86504,,,108.64656,0.92023,100.0,,,15.4,,,,,,,,95.14326
Mozambique,MOZ,2017,YR2017,,,,,,,6138518.0,5.50556,,,107.81325,0.92523,100.0,,,,,,,,,,0.92007,97.19216
Mozambique,MOZ,2018,YR2018,,,,,,,6563376.0,5.49985,,,112.60498,0.92827,100.0,,,,,,,,,,0.9524,97.24615
Mozambique,MOZ,2019,YR2019,,,,,,,6940864.0,,,,116.38114,0.93353,100.0,,,,,,,,,,,97.957
Mozambique,MOZ,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,2016,YR2016,1.03169,0.90882,0.69852,83.18313,81.11224,89.25049,5321524.0,,,,108.90444,0.96849,94.52643,70.85019,,,,,,,,,,
Myanmar,MMR,2017,YR2017,,,,,,,5388349.0,2.08768,1789.74905,491.39142,112.22365,0.94646,95.60165,69.96217,27.38976,51.55271,0.18915,0.94009,,,,,,
Myanmar,MMR,2018,YR2018,,,,,,,5299765.0,1.92289,1917.48746,96.3954,112.30667,0.9555,91.32014,74.76628,,56.40647,0.23017,0.51149,,,,,,95.33694
Myanmar,MMR,2019,YR2019,,,,,,,,1.93208,1950.64752,369.28638,,,,,,,,,,,,,,
Myanmar,MMR,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,2016,YR2016,,,,,,,,,150.19093,37.07985,,,,,,,,,,,,,,
Namibia,NAM,2017,YR2017,,,,,,,476360.0,,154.18224,31.9349,124.17917,0.96295,,,71.17988,,,,,,,,1.0697,
Namibia,NAM,2018,YR2018,,,,,,,490719.0,,,,124.24839,0.96652,89.7019,,72.55461,,,,,,,,,
Namibia,NAM,2019,YR2019,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,2016,YR2016,,,,,,,1808.0,,,,126.43357,0.94994,100.0,,66.66667,,,33.33333,,,,,,100.0
Nauru,NRU,2017,YR2017,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,2018,YR2018,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,2019,YR2019,,,,,,,1856.0,,,,121.70492,0.98817,95.65217,100.0,100.0,75.0,,100.0,,,,,,
Nauru,NRU,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,2015,YR2015,,,,,,,4335355.0,3.70359,1349.20111,0.0,144.17768,1.06181,93.85137,,,,,,,,,,1.03854,94.42307
Nepal,NPL,2016,YR2016,0.98054,0.88945,0.86351,83.15811,77.56304,87.20386,4264942.0,4.44099,,,144.48884,1.05182,96.56659,39.01046,,,,,,,,,0.9962,97.01081
Nepal,NPL,2017,YR2017,,,,,,,4135253.0,5.51837,,,143.91954,1.01812,94.93875,,,,,,,,,,,97.27852
Nepal,NPL,2018,YR2018,,,,,,,,5.10207,,,,,,,,,,,67.8,,,80.0,,
Nepal,NPL,2019,YR2019,,,,,,,3970016.0,,,,142.14347,1.01866,96.80318,,,,,,,,,,,97.29106
Nepal,NPL,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,2015,YR2015,,,,,,,1208038.0,5.34816,10775.07673,0.0,102.6976,0.99958,,100.0,100.0,100.0,100.0,100.0,,,,,,
Netherlands,NLD,2016,YR2016,,,,,,,1192268.0,5.4796,10713.65872,0.0,103.28676,1.00007,,100.0,100.0,100.0,100.0,100.0,,,,,,
Netherlands,NLD,2017,YR2017,,,,,,,1181893.0,5.1751,10896.33853,0.0,104.22962,0.99986,,100.0,100.0,100.0,100.0,100.0,,,,,,
Netherlands,NLD,2018,YR2018,,,,,,,1175018.0,,,,105.22103,0.99905,,100.0,100.0,100.0,100.0,100.0,,,,,,
Netherlands,NLD,2019,YR2019,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,
Netherlands,NLD,2020,YR2020,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,2015,YR2015,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,2016,YR2016,,,,,,,,,,,,,,,,,,,,,,,,
